fold,held_patient,ligand,receptor,ligand_receptor_pair,Receiver,Sender,pair_importance
18,P25,HLA-B,KIR3DL2,HLA-B → KIR3DL2,1.6378523085438372e-05,0.15164346675508714,0.15165984527817258
18,P25,HLA-C,KIR2DL3,HLA-C → KIR2DL3,4.617733952521998e-05,0.03307159742394206,0.033117774763467285
18,P25,HLA-E,KLRC1,HLA-E → KLRC1,0.00011073403586605431,0.013127384428045927,0.013238118463911982
18,P25,HLA-E,KLRC2,HLA-E → KLRC2,3.4919467102705475e-05,0.01660455396068255,0.016639473427785254
18,P25,HLA-E,KLRK1,HLA-E → KLRK1,0.000970718485227775,0.007765891578018609,0.008736610063246384
18,P25,HLA-F,KIR3DL2,HLA-F → KIR3DL2,7.72287212254482e-06,0.032793755577169625,0.03280147844929217
18,P25,HLA-F,LILRB1,HLA-F → LILRB1,7.419881141548015e-05,0.001486774543728505,0.0015609733551439852
18,P25,HLA-F,LILRB2,HLA-F → LILRB2,0.00042241738489845915,0.042155325897741465,0.04257774328263993
18,P25,HLA-G,LILRB1,HLA-G → LILRB1,1.5633067946472915e-05,0.0016671933106178526,0.0016828263785643254
18,P25,HLA-G,LILRB2,HLA-G → LILRB2,0.00015102362937557078,0.01816899823170103,0.018320021861076598
18,P25,ICAM1,ITGAL,ICAM1 → ITGAL,0.00486351038960459,0.00013856047970637846,0.005002070869310968
18,P25,ICOSLG,ICOS,ICOSLG → ICOS,0.00015342959089097806,6.168224242659408e-05,0.00021511183331757215
18,P25,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.0029912580810174606,0.006822734957634792,0.009813993038652253
18,P25,LGALS9,P4HB,LGALS9 → P4HB,0.010090513461152216,0.002672727932793664,0.012763241393945881
18,P25,LTA,TNFRSF14,LTA → TNFRSF14,0.00033215990465807534,0.00023797262624788808,0.0005701325309059634
18,P25,LTA,TNFRSF1A,LTA → TNFRSF1A,0.00012756407620065333,4.6290160302182504e-05,0.00017385423650283585
18,P25,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0005346913110417861,6.625870335284388e-05,0.00060095001439463
18,P25,LTB,LTBR,LTB → LTBR,5.744505832417111e-05,0.0008917381304515659,0.0009491831887757369
18,P25,PVR,CD226,PVR → CD226,4.2203907475509267e-07,0.0,4.2203907475509267e-07
18,P25,PVR,CD96,PVR → CD96,0.0030457001064661256,5.552897923331813e-06,0.0030512530043894574
18,P25,PVR,TIGIT,PVR → TIGIT,0.003046061540020157,4.5817250678038015e-07,0.0030465197125269373
18,P25,SELPLG,SELL,SELPLG → SELL,0.0013107404594129568,0.0007376640365071659,0.002048404495920123
18,P25,TGFB1,TGFBR3,TGFB1 → TGFBR3,0.00019362390947255767,4.301669702615216e-05,0.00023664060649870983
18,P25,TNF,TNFRSF1A,TNF → TNFRSF1A,7.052159996006746e-05,0.00033256720191809864,0.0004030888018781661
18,P25,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0017810744831527415,8.666802863240357e-06,0.0017897412860159818
18,P25,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,0.0,0.00011990872666961011,0.00011990872666961011
18,P25,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,1.5820428085299784e-05,5.5963737680249906e-05,7.178416576554969e-05
18,P25,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,5.660470775517409e-07,6.593002310925346e-05,6.64960701868052e-05
18,P25,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,2.3648235730563447e-06,7.2237898088958335e-06,9.588613381952178e-06
18,P25,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,8.427423188069225e-05,3.6412720461698306e-05,0.00012068695234239055
18,P25,TNFSF14,LTBR,TNFSF14 → LTBR,0.0005258099353023089,9.217486934221147e-05,0.0006179848046445204
18,P25,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.000803641129699063,4.002446465383582e-06,0.0008076435761644466
18,P25,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.00013555614011815894,9.757231767297863e-05,0.00023312845779113755
18,P25,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.0004952427754278287,7.736178521423065e-05,0.0005726045606420594
18,P25,VEGFA,NRP1,VEGFA → NRP1,0.00011910983548259417,4.771592066598761e-05,0.0001668257561485818
18,P25,VEGFA,NRP2,VEGFA → NRP2,2.1936541765977602e-07,2.4930960065482145e-05,2.5150325483141922e-05
18,P25,VEGFB,NRP1,VEGFB → NRP1,0.0001596114650986602,3.1605163821694375e-06,0.00016277198148082964
19,P26,BTLA,TNFRSF14,BTLA → TNFRSF14,0.005787437710213957,1.0998953424250554e-05,0.005798436663638208
19,P26,CCL2,CCR2,CCL2 → CCR2,0.00018233955677630253,6.276627305528577e-05,0.0002451058298315883
19,P26,CCL3,CCR1,CCL3 → CCR1,3.787879487777758e-05,0.004794331518968052,0.0048322103138458295
19,P26,CCL3,CCR5,CCL3 → CCR5,0.00360790449061178,0.00399374934343753,0.0076016538340493095
19,P26,CCL3L1,CCR1,CCL3L1 → CCR1,0.0005955965929028272,0.0005376252404790606,0.0011332218333818878
19,P26,CCL4,CCR5,CCL4 → CCR5,0.0007029755491359377,0.004813655373418109,0.005516630922554047
19,P26,CCL5,CCR1,CCL5 → CCR1,2.2347614032909376e-05,0.05211199198054178,0.05213433959457469
19,P26,CCL5,CCR4,CCL5 → CCR4,1.159057427220522e-05,0.00787523392870994,0.007886824502982144
19,P26,CCL5,CCR5,CCL5 → CCR5,0.0006703117697201494,0.013287192076775912,0.01395750384649606
19,P26,CD274,PDCD1,CD274 → PDCD1,0.001701920184268674,1.1149155846326273e-05,0.0017130693401150004
19,P26,CD40LG,CD40,CD40LG → CD40,5.509818550411022e-06,9.385663610625357e-05,9.93664546566646e-05
19,P26,CD86,CD28,CD86 → CD28,0.001401639032105751,3.357326003313253e-05,0.0014352122921388836
19,P26,CD86,CTLA4,CD86 → CTLA4,0.0030903219567449012,0.0003578344428076179,0.003448156399552519
19,P26,CSF1,CSF1R,CSF1 → CSF1R,0.0011861386515536595,0.00026427008811523423,0.0014504087396688937
19,P26,CXCL13,CXCR5,CXCL13 → CXCR5,4.218514814657233e-05,0.001085062064712719,0.0011272472128592914
19,P26,CXCL16,CXCR6,CXCL16 → CXCR6,0.0005372664337238445,0.00021120685060785493,0.0007484732843316994
19,P26,CXCL2,DPP4,CXCL2 → DPP4,0.00042006581435976204,0.0007246579818874476,0.0011447237962472097
19,P26,FASLG,FAS,FASLG → FAS,0.00029863618586960445,2.9485561253074072e-05,0.0003281217471226785
19,P26,HLA-B,KIR3DL2,HLA-B → KIR3DL2,2.158482383616898e-06,0.017702961804379132,0.01770512028676275
19,P26,HLA-C,KIR2DL3,HLA-C → KIR2DL3,0.0,0.037194688285955506,0.037194688285955506
19,P26,HLA-E,KLRC1,HLA-E → KLRC1,1.6438990592495676e-05,0.02835050607454919,0.028366945065141685
19,P26,HLA-E,KLRC2,HLA-E → KLRC2,2.2144216934188884e-05,0.02279791185725421,0.022820056074188397
19,P26,HLA-E,KLRK1,HLA-E → KLRK1,0.0003221661970651506,0.009177819501794552,0.009499985698859703
19,P26,HLA-F,KIR3DL2,HLA-F → KIR3DL2,4.165974143638966e-06,0.005319242291675241,0.00532340826581888
19,P26,HLA-F,LILRB1,HLA-F → LILRB1,0.00022296849762385126,0.004196105753886831,0.004419074251510682
19,P26,HLA-F,LILRB2,HLA-F → LILRB2,0.0007008479409565693,0.029336885509775475,0.030037733450732046
19,P26,HLA-G,LILRB1,HLA-G → LILRB1,2.046350401464929e-05,0.003324459028634832,0.003344922532649481
19,P26,HLA-G,LILRB2,HLA-G → LILRB2,0.0006899403615605929,0.009364663911658714,0.010054604273219307
19,P26,ICAM1,ITGAL,ICAM1 → ITGAL,0.012500510375917023,1.855745500863112e-05,0.012519067830925653
19,P26,ICOSLG,ICOS,ICOSLG → ICOS,0.0008402567412733121,7.010001015620606e-06,0.0008472667422889327
19,P26,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.005409906148183825,0.007778808847408385,0.01318871499559221
19,P26,LGALS9,P4HB,LGALS9 → P4HB,0.016869183338698638,0.002187947067049161,0.0190571304057478
19,P26,LTA,TNFRSF14,LTA → TNFRSF14,0.0004899317753888951,6.149069967437978e-05,0.0005514224750632749
19,P26,LTA,TNFRSF1A,LTA → TNFRSF1A,5.2014218886437364e-05,5.994813195889383e-05,0.00011196235084533119
19,P26,LTA,TNFRSF1B,LTA → TNFRSF1B,0.002618988549282776,2.0428944148880556e-05,0.0026394174934316565
19,P26,LTB,LTBR,LTB → LTBR,0.00018174111127276086,0.0012561831195587153,0.001437924230831476
19,P26,PVR,CD226,PVR → CD226,3.0000816999371846e-05,0.0,3.0000816999371846e-05
19,P26,PVR,CD96,PVR → CD96,0.0033860798077280678,0.0,0.0033860798077280678
19,P26,PVR,TIGIT,PVR → TIGIT,0.002114773679833524,0.0,0.002114773679833524
19,P26,SELPLG,SELL,SELPLG → SELL,0.00039444546085810645,0.0028702430493283662,0.003264688510186473
19,P26,TGFB1,TGFBR3,TGFB1 → TGFBR3,5.893107734583522e-05,3.9102193059150805e-06,6.28412966517503e-05
19,P26,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0011486631453712112,0.0008654050873881401,0.0020140682327593512
19,P26,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0030763705977274367,0.00016363822806462168,0.0032400088257920584
19,P26,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,1.213117146188419e-05,9.926197502687174e-05,0.00011139314648875594
19,P26,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,5.994543310919587e-06,0.00019112272850169162,0.0001971172718126112
19,P26,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,7.081103779014866e-06,0.00018779419767848437,0.00019487530145749924
19,P26,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,3.1700236973826353e-06,2.6335862268488226e-06,5.803609924231458e-06
19,P26,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,4.9261046218192307e-05,2.28045688899982e-05,7.20656151081905e-05
19,P26,TNFSF14,LTBR,TNFSF14 → LTBR,0.00013853323205122091,9.162125290160758e-06,0.00014769535734138168
19,P26,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0005946552992802021,7.292374379965128e-06,0.0006019476736601673
19,P26,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.0002598977197715097,1.0464022370422216e-06,0.0002609441220085519
19,P26,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,4.107753652974764e-05,8.326821046324764e-05,0.00012434574699299528
19,P26,VEGFA,NRP1,VEGFA → NRP1,0.00029976068043106207,0.00020925241713262553,0.0005090130975636876
19,P26,VEGFA,NRP2,VEGFA → NRP2,0.00010395410844604982,1.3205976434300072e-05,0.00011716008488034988
19,P26,VEGFB,NRP1,VEGFB → NRP1,2.087346118595508e-05,3.104362192284687e-05,5.191708310880195e-05
20,P27,BTLA,TNFRSF14,BTLA → TNFRSF14,0.003108735738880805,3.6524992480373126e-06,0.0031123882381288424
20,P27,CCL2,CCR2,CCL2 → CCR2,0.0001028428996968362,3.336092824355293e-05,0.00013620382794038912
20,P27,CCL3,CCR1,CCL3 → CCR1,0.0002717389801772911,0.009171120954398536,0.009442859934575826
20,P27,CCL3,CCR5,CCL3 → CCR5,0.009275917324196494,0.00797391091974381,0.017249828243940304
20,P27,CCL3L1,CCR1,CCL3L1 → CCR1,0.0007276637200674386,0.0005198659855985686,0.0012475297056660072
20,P27,CCL4,CCR5,CCL4 → CCR5,0.002817976445991674,0.014276509052747957,0.017094485498739632
20,P27,CCL5,CCR1,CCL5 → CCR1,0.0003090682641856868,0.08424495086647278,0.08455401913065846
20,P27,CCL5,CCR4,CCL5 → CCR4,2.465808429546577e-05,0.013029640440918581,0.013054298525214047
20,P27,CCL5,CCR5,CCL5 → CCR5,0.0019347989542512593,0.042632794316905434,0.0445675932711567
20,P27,CD274,PDCD1,CD274 → PDCD1,0.0033182953676637304,5.220517584393368e-06,0.003323515885248124
20,P27,CD40LG,CD40,CD40LG → CD40,8.569728163599395e-05,1.3402764470601874e-05,9.910004610659582e-05
20,P27,CD86,CD28,CD86 → CD28,0.0009795146125966552,0.00011304131846234293,0.0010925559310589982
20,P27,CD86,CTLA4,CD86 → CTLA4,0.002737595921392028,9.337889683397877e-05,0.002830974818226007
20,P27,CSF1,CSF1R,CSF1 → CSF1R,0.0010499250247266978,0.00022137498131907985,0.0012713000060457778
20,P27,CXCL13,CXCR5,CXCL13 → CXCR5,4.3020084280696224e-05,0.0006450633367821846,0.0006880834210628808
20,P27,CXCL16,CXCR6,CXCL16 → CXCR6,0.0002969055278591427,5.2059193718537445e-05,0.00034896472157768015
20,P27,CXCL2,DPP4,CXCL2 → DPP4,1.377477365240229e-05,0.00012858510811845637,0.00014235988177085866
20,P27,FASLG,FAS,FASLG → FAS,0.0004979614323544528,0.00010149144339082973,0.0005994528757452825
20,P27,HLA-B,KIR3DL2,HLA-B → KIR3DL2,3.6253919221929124e-05,0.002986291562256724,0.003022545481478653
20,P27,HLA-C,KIR2DL3,HLA-C → KIR2DL3,2.3814500968739676e-05,0.04111900578020433,0.041142820281173074
20,P27,HLA-E,KLRC1,HLA-E → KLRC1,6.677794946776445e-05,0.02100084533791275,0.021067623287380516
20,P27,HLA-E,KLRC2,HLA-E → KLRC2,1.833698090346599e-05,0.02037029050290429,0.020388627483807757
20,P27,HLA-E,KLRK1,HLA-E → KLRK1,0.00020119906968727317,0.017942095345099326,0.018143294414786598
20,P27,HLA-F,KIR3DL2,HLA-F → KIR3DL2,1.6409931334857096e-05,0.005123860476182114,0.00514027040751697
20,P27,HLA-F,LILRB1,HLA-F → LILRB1,0.00040378753048042897,0.001242231332796478,0.001646018863276907
20,P27,HLA-F,LILRB2,HLA-F → LILRB2,7.163559761304111e-05,0.006320942481404797,0.006392578079017838
20,P27,HLA-G,LILRB1,HLA-G → LILRB1,6.307552246342712e-05,0.003592009509893756,0.003655085032357183
20,P27,HLA-G,LILRB2,HLA-G → LILRB2,0.00020349715193917985,0.004493738369216424,0.004697235521155603
20,P27,ICAM1,ITGAL,ICAM1 → ITGAL,0.0026413808861591743,0.00013672975874609575,0.00277811064490527
20,P27,ICOSLG,ICOS,ICOSLG → ICOS,0.0005569819296123417,4.871294300834846e-06,0.0005618532239131765
20,P27,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.013538623120408546,0.014070983177223292,0.027609606297631838
20,P27,LGALS9,P4HB,LGALS9 → P4HB,0.028986496092134106,0.0032445288692758596,0.03223102496140996
20,P27,LTA,TNFRSF14,LTA → TNFRSF14,0.0008858005434115273,4.9626149227783256e-05,0.0009354266926393105
20,P27,LTA,TNFRSF1A,LTA → TNFRSF1A,0.00029777129882832656,7.88142013646181e-05,0.00037658550019294465
20,P27,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0017147791907697056,5.999297938458339e-05,0.001774772170154289
20,P27,LTB,LTBR,LTB → LTBR,6.752769793330533e-05,0.000603771750393058,0.0006712994483263633
20,P27,PVR,CD226,PVR → CD226,6.231216289912501e-06,1.0373000685760692e-05,1.6604216975673193e-05
20,P27,PVR,CD96,PVR → CD96,0.009079118498446814,7.319423814563103e-06,0.009086437922261378
20,P27,PVR,TIGIT,PVR → TIGIT,0.010177182937487067,0.0,0.010177182937487067
20,P27,SELPLG,SELL,SELPLG → SELL,0.000502133301727874,0.0023920681154217084,0.0028942014171495826
20,P27,TGFB1,TGFBR3,TGFB1 → TGFBR3,0.00022138731243513603,6.512516444288944e-05,0.00028651247687802546
20,P27,TNF,TNFRSF1A,TNF → TNFRSF1A,0.00016446977444759342,0.001198922010920885,0.0013633917853684784
20,P27,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0017433419153199063,8.451001881412557e-05,0.0018278519341340318
20,P27,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,3.263742694628754e-05,0.00017972912699035096,0.0002123665539366385
20,P27,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,1.5035008331129287e-05,0.0002810372043013223,0.0002960722126324516
20,P27,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,6.001554813465732e-06,0.0001552068977524685,0.00016120845256593422
20,P27,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,8.475984786610457e-05,1.3664937007132815e-05,9.842478487323738e-05
20,P27,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.0012481496834013262,8.711352481298904e-05,0.0013352632082143153
20,P27,TNFSF14,LTBR,TNFSF14 → LTBR,0.0003112271071145736,0.00027751344374445016,0.0005887405508590237
20,P27,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.003568965538351913,0.0002039885902744963,0.0037729541286264092
20,P27,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.001142083259590939,5.7382874270888495e-06,0.0011478215470180277
20,P27,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.00027769571156179506,0.00017082066507735841,0.0004485163766391535
20,P27,VEGFA,NRP1,VEGFA → NRP1,0.00025510988910372576,1.920242753841629e-05,0.00027431231664214206
20,P27,VEGFA,NRP2,VEGFA → NRP2,2.9638576026839895e-06,8.081078798738146e-05,8.377464559006546e-05
20,P27,VEGFB,NRP1,VEGFB → NRP1,0.00011536528741939639,8.184913941256334e-06,0.00012355020136065273
21,P28,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0013181902538264186,3.7997190660505456e-06,0.001321989972892469
21,P28,CCL2,CCR2,CCL2 → CCR2,0.0011779479260393927,0.0004346080054466295,0.001612555931486022
21,P28,CCL3,CCR1,CCL3 → CCR1,0.00018314579620357788,0.008063699791412028,0.008246845587615606
21,P28,CCL3,CCR5,CCL3 → CCR5,0.004557787417420044,0.004756411339498468,0.009314198756918511
21,P28,CCL3L1,CCR1,CCL3L1 → CCR1,0.001225103916675215,0.0010847904304902623,0.0023098943471654776
21,P28,CCL4,CCR5,CCL4 → CCR5,0.004186980528535218,0.014069571965319832,0.01825655249385505
21,P28,CCL5,CCR1,CCL5 → CCR1,0.00011809623537572404,0.04354478327982464,0.04366287951520036
21,P28,CCL5,CCR4,CCL5 → CCR4,5.2035847830705644e-05,0.009139592567661774,0.00919162841549248
21,P28,CCL5,CCR5,CCL5 → CCR5,0.0004042044633113273,0.0256219731742192,0.02602617763753053
21,P28,CD274,PDCD1,CD274 → PDCD1,0.004360157752007989,2.6860098637598903e-05,0.004387017850645588
21,P28,CD40LG,CD40,CD40LG → CD40,0.0003307117608288004,1.716506708101152e-05,0.0003478768279098119
21,P28,CD86,CD28,CD86 → CD28,0.0004773352696436872,0.00017002716833599762,0.0006473624379796848
21,P28,CD86,CTLA4,CD86 → CTLA4,0.0025926959866818234,0.00033909121526048085,0.0029317872019423044
21,P28,CSF1,CSF1R,CSF1 → CSF1R,0.0015998496638175497,0.00015427379111570655,0.0017541234549332562
21,P28,CXCL13,CXCR5,CXCL13 → CXCR5,0.00034576962166551567,0.0006347068739991144,0.00098047649566463
21,P28,CXCL16,CXCR6,CXCL16 → CXCR6,0.0010122902694753957,0.0015142782115811677,0.0025265684810565634
21,P28,CXCL2,DPP4,CXCL2 → DPP4,4.923386541667319e-05,0.0005967434976759926,0.0006459773630926658
21,P28,FASLG,FAS,FASLG → FAS,0.0003742107498929297,0.00027664856954401617,0.0006508593194369458
21,P28,HLA-B,KIR3DL2,HLA-B → KIR3DL2,6.744393259753875e-06,0.01104764831511391,0.011054392708373665
21,P28,HLA-C,KIR2DL3,HLA-C → KIR2DL3,1.2775123728544561e-05,0.06721043872134305,0.0672232138450716
21,P28,HLA-E,KLRC1,HLA-E → KLRC1,0.00010035967539324312,0.02294872132405041,0.023049080999443652
21,P28,HLA-E,KLRC2,HLA-E → KLRC2,7.090098436747466e-05,0.020307174149708507,0.020378075134075982
21,P28,HLA-E,KLRK1,HLA-E → KLRK1,0.0010960216308483419,0.011206280258421323,0.012302301889269665
21,P28,HLA-F,KIR3DL2,HLA-F → KIR3DL2,7.962043571030536e-06,0.0035335147563524192,0.00354147679992345
21,P28,HLA-F,LILRB1,HLA-F → LILRB1,0.0001657154911590417,0.014893396381431676,0.015059111872590718
21,P28,HLA-F,LILRB2,HLA-F → LILRB2,0.001100714815551921,0.06873035885801743,0.06983107367356935
21,P28,HLA-G,LILRB1,HLA-G → LILRB1,9.880386388694658e-05,0.006312756939152311,0.006411560803039258
21,P28,HLA-G,LILRB2,HLA-G → LILRB2,0.00034968667286365475,0.047831439136906254,0.04818112580976991
21,P28,ICAM1,ITGAL,ICAM1 → ITGAL,0.009776943704413383,0.0003936518713695158,0.0101705955757829
21,P28,ICOSLG,ICOS,ICOSLG → ICOS,0.0005991669636094059,0.0002565283367015685,0.0008556953003109743
21,P28,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.006762884717919338,0.009677116819044986,0.016440001536964323
21,P28,LGALS9,P4HB,LGALS9 → P4HB,0.030564926035705996,0.010736961859857942,0.04130188789556394
21,P28,LTA,TNFRSF14,LTA → TNFRSF14,0.003401272253160752,6.701476284996041e-05,0.0034682870160107123
21,P28,LTA,TNFRSF1A,LTA → TNFRSF1A,0.001686649660747741,7.606367652038043e-05,0.0017627133372681214
21,P28,LTA,TNFRSF1B,LTA → TNFRSF1B,0.005628944030945707,2.8422323726489713e-05,0.005657366354672197
21,P28,LTB,LTBR,LTB → LTBR,0.0004554374648405367,0.00345782064599668,0.003913258110837217
21,P28,PVR,CD226,PVR → CD226,0.00046350920869851623,5.579977887111943e-05,0.0005193089875696357
21,P28,PVR,CD96,PVR → CD96,0.011558910938227307,1.7415370733092478e-05,0.0115763263089604
21,P28,PVR,TIGIT,PVR → TIGIT,0.008113200924104697,5.064476387405342e-06,0.008118265400492103
21,P28,SELPLG,SELL,SELPLG → SELL,0.002112644401378409,0.002658818437671099,0.004771462839049508
21,P28,TGFB1,TGFBR3,TGFB1 → TGFBR3,0.0004810627230582588,9.536512960177111e-05,0.0005764278526600299
21,P28,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0015415465046747995,0.001574525221255134,0.0031160717259299336
21,P28,TNF,TNFRSF1B,TNF → TNFRSF1B,0.006838625586858216,0.0010159060342450391,0.007854531621103255
21,P28,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,4.085844694430513e-05,0.00021213932571888513,0.00025299777266319024
21,P28,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,0.00010778145704425303,0.0010407389178614741,0.0011485203749057272
21,P28,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,4.521166159215712e-05,0.0013132373793567275,0.0013584490409488848
21,P28,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,0.00023697121187596056,7.026834492157156e-05,0.00030723955679753213
21,P28,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.00029554038542065465,9.260446043610882e-05,0.00038814484585676347
21,P28,TNFSF14,LTBR,TNFSF14 → LTBR,0.0011547425824968377,0.00013256667337476735,0.001287309255871605
21,P28,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.007755921814072003,5.4514096667124047e-05,0.0078104359107391275
21,P28,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.000515822397600004,1.1772169738534333e-05,0.0005275945673385384
21,P28,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.00032122087323251884,0.0002422663593453768,0.0005634872325778956
21,P28,VEGFA,NRP1,VEGFA → NRP1,0.000638997408525453,0.0010549744181369222,0.0016939718266623751
21,P28,VEGFA,NRP2,VEGFA → NRP2,0.0008028032328219891,0.0003299060081134484,0.0011327092409354374
21,P28,VEGFB,NRP1,VEGFB → NRP1,9.670982606568509e-05,0.0009183690063698328,0.0010150788324355179
22,P29,BTLA,TNFRSF14,BTLA → TNFRSF14,9.128612480796865e-05,0.0,9.128612480796865e-05
22,P29,CCL2,CCR2,CCL2 → CCR2,1.7709508318450303e-05,0.00012138891165647092,0.00013909841997492123
22,P29,CCL3,CCR1,CCL3 → CCR1,0.0,0.01676767362063944,0.01676767362063944
22,P29,CCL3,CCR5,CCL3 → CCR5,0.007508994532876108,0.006987085997470633,0.01449608053034674
22,P29,CCL3L1,CCR1,CCL3L1 → CCR1,0.00067133870438141,0.0,0.00067133870438141
22,P29,CCL4,CCR5,CCL4 → CCR5,0.006556766317670301,0.021024733502461094,0.027581499820131396
22,P29,CCL5,CCR1,CCL5 → CCR1,0.00034397549685773746,0.08146839554418822,0.08181237104104595
22,P29,CCL5,CCR4,CCL5 → CCR4,0.0,0.006972749198462804,0.006972749198462804
22,P29,CCL5,CCR5,CCL5 → CCR5,0.00031768748813756876,0.026630794269098132,0.0269484817572357
22,P29,CD274,PDCD1,CD274 → PDCD1,0.004069175214575532,0.0,0.004069175214575532
22,P29,CD40LG,CD40,CD40LG → CD40,1.5787431062903427e-05,1.0915249485216899e-05,2.6702680548120326e-05
22,P29,CD86,CD28,CD86 → CD28,0.0019161657609534943,0.0,0.0019161657609534943
22,P29,CD86,CTLA4,CD86 → CTLA4,0.006963305588294587,0.0003150657172889767,0.007278371305583564
22,P29,CSF1,CSF1R,CSF1 → CSF1R,0.0007772905117069007,0.00035344444620670886,0.0011307349579136095
22,P29,CXCL13,CXCR5,CXCL13 → CXCR5,3.261501915268312e-05,0.00017798286429660535,0.00021059788344928847
22,P29,CXCL16,CXCR6,CXCL16 → CXCR6,0.0003655744792679901,5.452387675254634e-05,0.00042009835602053644
22,P29,CXCL2,DPP4,CXCL2 → DPP4,0.0,0.0,0.0
22,P29,FASLG,FAS,FASLG → FAS,7.020521548698251e-07,0.0,7.020521548698251e-07
22,P29,HLA-B,KIR3DL2,HLA-B → KIR3DL2,0.0,0.006723472947550468,0.006723472947550468
22,P29,HLA-C,KIR2DL3,HLA-C → KIR2DL3,0.0,0.00348375094707821,0.00348375094707821
22,P29,HLA-E,KLRC1,HLA-E → KLRC1,2.2264197635255308e-05,0.007607245552867904,0.007629509750503159
22,P29,HLA-E,KLRC2,HLA-E → KLRC2,0.0,0.010539376259628782,0.010539376259628782
22,P29,HLA-E,KLRK1,HLA-E → KLRK1,0.0002796870971652209,0.0035827334487740278,0.0038624205459392488
22,P29,HLA-F,KIR3DL2,HLA-F → KIR3DL2,8.971909645749779e-07,0.0009103036937448759,0.0009112008847094509
22,P29,HLA-F,LILRB1,HLA-F → LILRB1,2.2372734763671485e-05,0.0018577384849086124,0.001880111219672284
22,P29,HLA-F,LILRB2,HLA-F → LILRB2,0.00020982690615891855,0.03926818526560652,0.03947801217176544
22,P29,HLA-G,LILRB1,HLA-G → LILRB1,1.0795711777991653e-05,0.00114538904266036,0.0011561847544383516
22,P29,HLA-G,LILRB2,HLA-G → LILRB2,0.0002644207522974979,0.019095744918389793,0.01936016567068729
22,P29,ICAM1,ITGAL,ICAM1 → ITGAL,0.003864358527850022,3.89399173583625e-05,0.0039032984452083844
22,P29,ICOSLG,ICOS,ICOSLG → ICOS,0.0002699325220377321,6.121865427948894e-06,0.00027605438746568104
22,P29,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.012824101279535144,0.010376221581667516,0.02320032286120266
22,P29,LGALS9,P4HB,LGALS9 → P4HB,0.030048830371983738,0.0030686047739681126,0.03311743514595185
22,P29,LTA,TNFRSF14,LTA → TNFRSF14,0.00011259822374838082,8.869856462677031e-07,0.00011348520939464853
22,P29,LTA,TNFRSF1A,LTA → TNFRSF1A,6.350082552734768e-05,6.001684770232339e-06,6.950251029758002e-05
22,P29,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0014755884643928004,0.0,0.0014755884643928004
