feature,feature_value_scaled,shap_value,fold,held_patient
PROGENy_TGFb,0.02923073217081654,0.0032768590497289636,1,P1
PROGENy_TGFb,-0.40390755633486974,-0.014626430633887931,1,P1
PROGENy_TGFb,3.5432669819346607,0.14852564126960632,1,P1
PROGENy_TGFb,0.43525643999382435,0.020059480348874333,1,P1
PROGENy_TGFb,-0.526592513489789,-0.019697476962635223,1,P1
PROGENy_TGFb,1.36388883607979,0.05844346818351261,1,P1
PROGENy_TGFb,-0.96313283790789,-0.03774138601902601,1,P1
PROGENy_TGFb,-0.023906459927103645,0.0010804922810807229,1,P1
PROGENy_TGFb,-1.6527822841652342,-0.06624727927332122,1,P1
PROGENy_TGFb,0.8702459055895999,0.03803928637976194,1,P1
PROGENy_TGFb,0.6169333963945494,0.02756889539158838,1,P1
PROGENy_TGFb,-1.051015291986061,-0.04137390956917621,1,P1
PROGENy_TGFb,1.6150783231216588,0.06882610641091252,1,P1
PROGENy_TGFb,1.646411919279827,0.07012124577802896,1,P1
PROGENy_TGFb,0.662231254656247,0.029441232010233777,1,P1
PROGENy_TGFb,0.9974689729246062,0.043297910448289685,1,P1
PROGENy_TGFb,-0.25638218543593144,-0.00852863341536278,1,P1
PROGENy_TGFb,-0.42529464960753854,-0.015510442360655644,1,P1
PROGENy_TGFb,1.4311048053182982,0.06122176555545297,1,P1
PROGENy_TGFb,1.2423862328553492,0.05342129314019,1,P1
PROGENy_TGFb,1.3161808613485746,0.0564715120796587,1,P1
PROGENy_TGFb,-0.49143555966246444,-0.018244303356266617,1,P1
PROGENy_TGFb,0.44274931781805077,0.020369190124738017,1,P1
PROGENy_TGFb,0.8317664335456425,0.03644878017618358,1,P1
PROGENy_TGFb,0.6495955812041004,0.02891895049376517,1,P1
PROGENy_TGFb,0.8918705854125389,0.03893311848248648,1,P1
PROGENy_TGFb,0.5332471422047621,0.024109817099374806,1,P1
PROGENy_TGFb,-1.0386070512708339,-0.040861028732076435,1,P1
PROGENy_TGFb,-2.3687676980837686,-0.09584174047611925,1,P1
PROGENy_TGFb,2.017588662975822,0.08546342388271014,1,P1
PROGENy_TGFb,1.3737757860224904,0.05885213426916914,1,P1
PROGENy_TGFb,-0.5967640551994541,-0.022597939637288948,1,P1
PROGENy_TGFb,-0.47968336647967336,-0.01775853951466485,1,P1
PROGENy_TGFb,2.4009257138511804,0.10130823476738636,1,P1
PROGENy_TGFb,2.490382437099389,0.10500582898373974,1,P1
PROGENy_TGFb,0.49313076420491664,0.0224516512076765,1,P1
PROGENy_TGFb,0.4786539104515364,0.021853266550092204,1,P1
PROGENy_TGFb,-1.0916084946271856,-0.04305178447738875,1,P1
PROGENy_TGFb,0.8270770122503075,0.03625494815965013,1,P1
PROGENy_TGFb,1.7414459705946292,0.07404937265031834,1,P1
PROGENy_TGFb,-0.48203948629524435,-0.01785592710820456,1,P1
PROGENy_TGFb,-1.1802703786747242,-0.04671652489891696,1,P1
PROGENy_TGFb,0.253998615921357,0.012567389675045925,1,P1
PROGENy_TGFb,-1.3532006004449966,-0.05386440338845542,1,P1
PROGENy_TGFb,1.83546108761951,0.07793538300636998,1,P1
PROGENy_TGFb,1.627319546315212,0.06933208376440875,1,P1
PROGENy_TGFb,-0.8798687301294014,-0.034299756679470154,1,P1
PROGENy_TGFb,-0.9001349472128211,-0.03513743823490892,1,P1
PROGENy_TGFb,-0.7483353701638621,-0.028862971456333292,1,P1
PROGENy_TGFb,0.5329916528957225,0.024099256732784763,1,P1
PROGENy_TGFb,0.6532078179810695,0.02906825828561845,1,P1
PROGENy_TGFb,0.167365457073071,0.008986504354520168,1,P1
PROGENy_TGFb,0.8374662877972656,0.036684377315779025,1,P1
PROGENy_TGFb,0.8768695710740068,0.03831306822976607,1,P1
PROGENy_TGFb,0.1523511875731523,0.008365906214438149,1,P1
PROGENy_TGFb,-0.9322849077478543,-0.0364663211160814,1,P1
PROGENy_TGFb,0.15341183490668997,0.008409746892965999,1,P1
PROGENy_TGFb,0.12435022105215952,0.007208517388859847,1,P1
PROGENy_TGFb,-1.4756664919860147,-0.05892639488356304,1,P1
PROGENy_TGFb,-1.1910158514361162,-0.04716067707095956,1,P1
PROGENy_TGFb,-0.8959233082785544,-0.034963354821172604,1,P1
PROGENy_TGFb,0.4364717113909886,0.02010971224119378,1,P1
